3SsnPorch,1stFlrSF,YearRemodAdd,BsmtUnfSF,MasVnrArea,2ndFlrSF,GarageArea,MiscVal,BsmtFullBath,ScreenPorch,TotRmsAbvGrd,OverallQual,Id,Fireplaces,LotFrontage,GarageCars,OpenPorchSF,FullBath,OverallCond,MSSubClass,KitchenAbvGr,YearBuilt,LotArea,YrSold,BsmtFinSF2,BsmtHalfBath,GrLivArea,GarageYrBlt,BsmtFinSF1,MoSold,HalfBath,EnclosedPorch,PoolArea,TotalBsmtSF,LowQualFinSF,BedroomAbvGr,WoodDeckSF,SalePrice,SaleCondition
0,868,1950,269.0,0.0,690,400.0,0,0.0,182,7,5,1810,1,57.0,2.0,36,1,6,70,1,1939,6406,2009,0.0,0.0,1558,1939.0,421.0,10,1,0,0,690.0,0,3,0,113432.90113007277,Normal
0,768,1970,384.0,0.0,560,308.0,0,0.0,0,6,5,1813,0,50.0,1.0,12,1,7,50,1,1950,6000,2009,0.0,0.0,1328,1950.0,384.0,3,1,0,0,768.0,0,3,0,174824.97238516808,Normal
0,861,1950,861.0,0.0,0,288.0,0,0.0,0,5,4,1814,0,62.0,2.0,0,1,6,30,1,1920,7404,2009,0.0,0.0,861,1920.0,0.0,11,0,128,0,861.0,0,2,0,88287.7793796584,Normal
0,612,1950,0.0,0.0,0,308.0,0,0.0,0,4,2,1815,0,50.0,1.0,0,1,4,30,1,1940,5925,2009,0.0,0.0,612,1965.0,0.0,10,0,25,0,0.0,0,1,0,98132.43040549755,Normal
0,792,1950,624.0,0.0,0,287.0,0,0.0,0,5,5,1816,0,60.0,1.0,0,1,8,30,1,1923,8520,2009,0.0,0.0,792,1963.0,0.0,2,0,81,0,624.0,0,2,0,111069.95731630921,Normal
0,833,1950,677.0,0.0,677,720.0,0,0.0,0,7,4,1817,0,60.0,2.0,0,2,4,70,1,1910,9600,2009,0.0,0.0,1510,1974.0,0.0,6,0,160,0,677.0,0,3,0,154564.46717309952,Normal
0,1090,1950,917.0,0.0,917,357.0,0,0.0,0,8,6,1818,0,70.0,1.0,235,2,7,70,1,1900,8400,2009,0.0,0.0,2007,1930.0,0.0,6,0,0,0,917.0,0,3,0,100448.35395647585,Normal
0,664,2007,624.0,0.0,624,280.0,0,1.0,0,5,6,1819,1,60.0,1.0,103,1,7,70,1,1917,3600,2009,0.0,0.0,1288,1917.0,0.0,5,0,0,0,624.0,0,3,0,184439.626817137,Normal
0,1044,1950,972.0,0.0,0,207.0,0,0.0,0,6,6,1821,0,60.0,1.0,0,1,6,50,1,1920,5400,2009,0.0,0.0,1480,1920.0,0.0,9,0,176,0,972.0,436,3,0,111202.70148617029,Family
0,780,2002,741.0,0.0,741,640.0,0,0.0,0,8,6,1822,0,60.0,3.0,0,1,7,70,1,1910,9720,2009,0.0,0.0,1521,1950.0,0.0,9,0,238,0,741.0,0,4,0,226116.70619514585,Normal
0,1001,1982,297.0,0.0,653,336.0,0,0.0,0,7,5,1825,1,50.0,1.0,60,2,7,70,1,1930,4960,2009,0.0,0.0,1654,1955.0,0.0,5,0,0,0,297.0,0,3,244,157858.58806692064,Normal
0,822,1950,248.0,444.0,320,320.0,0,0.0,0,6,5,1826,0,60.0,1.0,0,1,5,50,1,1924,6000,2009,0.0,0.0,1142,1924.0,220.0,6,0,98,0,468.0,0,3,0,122492.20813401043,Normal
0,995,1999,960.0,0.0,0,264.0,0,0.0,0,5,5,1827,0,51.0,1.0,15,1,6,30,1,1925,6120,2009,0.0,0.0,995,1926.0,0.0,3,0,51,0,960.0,0,2,0,176538.42100331187,Abnorml
150,994,1950,679.0,0.0,588,250.0,0,0.0,0,6,5,1828,1,51.0,1.0,0,2,6,50,1,1938,6120,2009,0.0,0.0,1582,1938.0,273.0,2,0,34,0,952.0,0,3,189,115505.09574677795,Normal
0,1072,1950,938.0,0.0,0,1184.0,0,1.0,0,5,5,1829,0,50.0,5.0,0,1,5,30,1,1925,8635,2009,0.0,0.0,1072,1982.0,134.0,8,0,105,0,1072.0,0,2,0,123915.05233182013,Normal
0,1048,1950,1048.0,0.0,720,576.0,0,0.0,0,8,6,1830,0,57.0,2.0,0,2,6,70,1,1915,8094,2009,0.0,0.0,1768,1930.0,0.0,6,0,150,0,1048.0,0,3,0,144017.60077559948,Normal
0,1272,1994,672.0,0.0,672,216.0,400,0.0,0,8,7,1831,0,68.0,1.0,28,2,8,70,1,1915,9928,2009,0.0,0.0,1944,1915.0,0.0,6,0,0,0,672.0,0,3,24,189873.9766638726,Normal
0,1146,1950,198.0,0.0,784,316.0,0,1.0,0,8,6,1833,0,57.0,1.0,0,2,5,70,1,1927,6876,2009,0.0,0.0,1930,1927.0,522.0,8,0,213,0,720.0,0,4,0,137108.21204090118,Normal
0,1204,1950,1204.0,0.0,462,384.0,0,0.0,0,4,6,1836,0,60.0,1.0,0,1,6,50,1,1927,5160,2009,0.0,0.0,1666,1927.0,0.0,8,0,148,0,1204.0,0,3,0,125733.7589906156,Normal
0,754,1965,160.0,0.0,649,308.0,0,1.0,0,7,6,1838,0,60.0,1.0,0,1,7,190,1,1915,10320,2009,262.0,0.0,1403,1915.0,276.0,2,1,288,0,698.0,0,3,0,290496.72774481773,Normal
0,704,2001,560.0,0.0,0,220.0,0,0.0,0,4,4,1839,0,50.0,1.0,0,1,9,20,1,1946,4280,2009,0.0,1.0,704,1946.0,0.0,9,0,24,0,560.0,0,2,0,160531.2629149258,Normal
0,687,1950,585.0,0.0,425,226.0,0,1.0,0,6,5,1842,0,60.0,1.0,0,2,3,50,1,1934,9780,2009,0.0,0.0,1112,1934.0,0.0,3,0,0,0,585.0,0,4,0,135595.56337723136,Normal
0,1052,1967,525.0,172.0,0,668.0,0,0.0,0,6,5,1843,1,75.0,1.0,215,1,6,20,1,1967,11625,2009,0.0,0.0,1052,1984.0,527.0,4,1,0,0,1052.0,0,3,0,129656.36100663245,Abnorml
0,904,1961,552.0,0.0,611,384.0,0,0.0,0,8,5,1845,1,88.0,1.0,40,2,5,80,1,1961,15400,2009,0.0,0.0,1774,1961.0,0.0,7,0,0,0,552.0,259,4,290,146144.87489274144,Normal
0,1138,1960,550.0,54.0,0,480.0,0,0.0,140,6,6,1846,1,88.0,2.0,0,1,5,80,1,1960,15312,2009,0.0,1.0,1138,1960.0,588.0,3,0,0,0,1138.0,0,3,0,150618.51856976748,Normal
0,1073,1956,816.0,0.0,0,340.0,0,1.0,0,5,5,1850,0,68.0,1.0,0,1,5,20,1,1956,9571,2009,0.0,0.0,1073,1956.0,257.0,2,0,0,0,1073.0,0,2,0,103660.04863527417,Normal
0,892,1950,405.0,0.0,747,240.0,0,0.0,0,6,6,1851,1,50.0,1.0,50,1,7,60,1,1946,9350,2009,0.0,0.0,1639,1946.0,342.0,7,1,0,0,747.0,0,3,0,135532.45144964755,Normal
0,1089,1954,916.0,0.0,0,252.0,0,1.0,0,5,5,1852,1,62.0,1.0,0,1,6,20,1,1954,7440,2009,0.0,0.0,1089,1954.0,173.0,9,0,0,0,1089.0,0,3,328,77911.26156562567,Normal
0,1049,1984,104.0,149.0,0,266.0,0,1.0,0,5,5,1853,0,42.0,1.0,105,2,5,120,1,1984,4235,2009,393.0,0.0,1049,1984.0,552.0,2,0,0,0,1049.0,0,2,0,180385.86781312525,Normal
0,1061,1991,308.0,0.0,0,462.0,0,1.0,0,4,7,1854,0,74.0,2.0,36,1,6,80,1,1990,10778,2009,286.0,0.0,1061,1990.0,460.0,7,1,0,0,1054.0,0,1,114,206201.5953503996,Normal
0,1338,1983,0.0,100.0,0,576.0,600,0.0,0,5,6,1855,1,66.0,2.0,0,1,5,80,1,1983,19255,2009,450.0,0.0,1338,1983.0,70.0,9,1,0,0,520.0,0,2,0,243824.10068506002,Normal
0,1079,1994,605.0,0.0,800,473.0,0,1.0,0,8,7,1856,1,85.0,2.0,100,2,5,60,1,1993,10560,2009,0.0,0.0,1879,1993.0,474.0,8,1,144,0,1079.0,0,3,400,153877.05656202137,Normal
0,1288,2007,0.0,0.0,728,576.0,0,0.0,0,7,5,1857,1,120.0,2.0,0,1,7,70,1,1880,26400,2009,0.0,0.0,2016,1900.0,0.0,6,0,0,0,0.0,0,4,0,267795.30840981007,Normal
0,1114,1979,0.0,0.0,1114,720.0,0,0.0,0,8,5,1858,0,64.0,2.0,0,2,5,90,2,1979,7018,2009,0.0,0.0,2228,1979.0,0.0,6,0,0,0,0.0,0,6,73,242109.68688875437,Alloca
0,1535,1979,0.0,0.0,0,400.0,0,0.0,0,8,5,1859,0,64.0,2.0,0,2,5,90,2,1979,7018,2009,0.0,0.0,1535,1979.0,0.0,6,0,0,0,0.0,0,4,0,206726.31982019544,Alloca
0,1229,1979,0.0,216.0,0,672.0,0,2.0,0,6,5,1860,2,64.0,2.0,0,0,5,90,2,1979,7040,2009,0.0,0.0,1229,1979.0,1094.0,6,2,0,0,1094.0,0,2,120,209642.10159876943,Alloca
0,1513,1979,0.0,0.0,0,400.0,0,0.0,0,8,5,1861,0,64.0,2.0,0,2,5,90,2,1979,7007,2009,0.0,0.0,1513,1979.0,0.0,6,0,0,0,0.0,0,4,0,206780.1982100308,Alloca
0,1680,2009,534.0,242.0,0,1138.0,0,1.0,0,8,9,1865,1,84.0,3.0,24,1,5,20,1,2009,10933,2009,0.0,0.0,1680,2009.0,1021.0,7,1,0,0,1555.0,0,1,185,191878.25491058826,Partial
0,1720,2008,616.0,364.0,0,846.0,0,1.0,0,8,9,1866,1,65.0,3.0,104,2,5,20,1,2008,10816,2009,0.0,0.0,1720,2008.0,1104.0,11,0,0,0,1720.0,0,3,208,132485.8022365272,Normal
0,1468,2008,1468.0,0.0,0,904.0,0,0.0,0,6,8,1867,1,71.0,3.0,142,2,5,20,1,2008,9178,2009,0.0,0.0,1468,2008.0,0.0,6,0,0,0,1468.0,0,3,192,156028.49230581522,Normal
0,1838,2008,479.0,352.0,0,524.0,0,1.0,0,7,8,1868,2,77.0,2.0,222,2,5,20,1,2007,11422,2009,0.0,0.0,1838,2007.0,1359.0,4,0,0,0,1838.0,0,3,154,83334.66736442596,Normal
0,1290,2007,380.0,0.0,0,662.0,0,1.0,0,6,7,1869,1,64.0,2.0,0,2,5,20,1,2007,6762,2009,0.0,0.0,1290,2007.0,902.0,5,0,0,0,1282.0,0,2,168,146078.40628999472,Normal
0,1254,2008,382.0,140.0,0,810.0,0,1.0,0,5,8,1870,0,95.0,3.0,92,2,5,20,1,2008,10324,2009,0.0,0.0,1254,2008.0,872.0,3,0,0,0,1254.0,0,2,168,147590.81902122498,Normal
0,1498,2006,1474.0,76.0,0,844.0,0,0.0,0,7,8,1871,1,78.0,3.0,98,2,5,20,1,2005,11645,2009,0.0,0.0,1498,2005.0,24.0,3,0,0,0,1498.0,0,3,144,156421.49140492082,Normal
0,704,2006,704.0,0.0,718,440.0,0,0.0,0,7,6,1872,1,79.0,2.0,28,2,5,60,1,2005,11646,2009,0.0,0.0,1422,2005.0,0.0,7,1,0,0,704.0,0,3,36,188939.5769611746,Normal
0,990,1994,235.0,0.0,0,440.0,0,1.0,92,5,5,1874,0,65.0,1.0,0,1,7,20,1,1994,9757,2009,0.0,0.0,990,1995.0,755.0,10,0,0,0,990.0,0,3,66,139404.99289166927,Normal
0,1463,1998,513.0,0.0,0,539.0,0,1.0,0,5,7,1875,0,65.0,2.0,81,2,5,20,1,1998,14753,2009,0.0,0.0,1463,1998.0,950.0,12,0,0,0,1463.0,0,3,0,142656.97839662433,Normal
0,928,1998,322.0,120.0,844,492.0,0,1.0,0,7,6,1876,1,70.0,2.0,96,2,5,60,1,1998,8750,2009,0.0,0.0,1772,1998.0,606.0,4,1,0,0,928.0,0,3,150,158579.90860408545,Normal
0,1444,2001,172.0,68.0,0,577.0,0,1.0,0,6,7,1877,0,65.0,2.0,40,2,5,20,1,2002,10739,2009,0.0,0.0,1444,2002.0,1259.0,4,0,0,0,1431.0,0,3,144,153845.66682335734,Normal
0,1492,2001,1468.0,180.0,0,608.0,0,0.0,168,6,7,1878,1,75.0,2.0,114,2,5,20,1,2001,11166,2009,0.0,0.0,1492,2001.0,24.0,7,0,0,0,1492.0,0,3,0,106397.33679911494,Family
0,914,1979,132.0,40.0,0,444.0,0,1.0,0,5,5,1880,0,76.0,2.0,0,1,7,20,1,1979,6950,2009,72.0,0.0,914,1979.0,710.0,10,0,0,0,914.0,0,2,0,104956.89418615401,Normal
0,1611,2002,335.0,0.0,0,1231.0,0,1.0,0,6,7,1881,0,90.0,3.0,93,2,5,20,1,2002,11664,2009,0.0,0.0,1611,2002.0,1234.0,9,0,0,0,1569.0,0,3,262,180632.04186540842,Normal
0,1513,2000,216.0,260.0,0,521.0,0,1.0,0,5,8,1885,1,90.0,2.0,34,2,5,20,1,1999,15750,2009,0.0,0.0,1513,1999.0,1246.0,6,0,0,0,1462.0,0,2,135,120750.71572816372,Normal
0,1417,1998,306.0,209.0,0,511.0,0,1.0,117,7,7,1887,1,70.0,2.0,0,2,5,20,1,1997,8750,2009,0.0,0.0,1417,1997.0,1111.0,8,0,0,0,1417.0,0,3,60,105206.46244830638,Normal
0,1602,2007,100.0,180.0,0,810.0,0,1.0,195,7,8,1888,1,85.0,3.0,48,2,5,20,1,2007,10200,2009,0.0,0.0,1602,2007.0,1478.0,1,0,0,0,1578.0,0,3,0,120764.21213612705,Normal
0,608,2007,608.0,0.0,788,440.0,0,0.0,0,6,6,1889,1,85.0,2.0,36,2,5,60,1,2007,11069,2009,0.0,0.0,1396,2007.0,0.0,7,1,0,0,608.0,0,3,100,187063.3135113269,Normal
0,1149,1971,615.0,0.0,0,544.0,0,1.0,0,7,4,1890,0,80.0,1.0,240,1,6,20,1,1960,10682,2009,0.0,0.0,1149,1968.0,399.0,7,0,0,0,1014.0,0,3,0,100079.36634519696,Normal
0,1072,2006,0.0,80.0,0,525.0,0,1.0,0,5,6,1891,0,35.0,2.0,28,1,5,180,1,2005,3675,2009,0.0,0.0,1072,2005.0,547.0,4,0,0,0,547.0,0,2,0,269927.96607625484,Normal
0,876,1959,301.0,0.0,0,320.0,0,0.0,0,5,4,1892,0,64.0,1.0,0,1,5,20,1,1959,6410,2009,243.0,0.0,876,1959.0,332.0,3,0,0,0,876.0,0,3,0,127525.5050060898,Normal
0,1368,1950,0.0,0.0,0,195.0,900,1.0,0,6,5,1893,0,70.0,1.0,41,1,5,20,1,1950,11767,2009,0.0,0.0,1368,1950.0,1078.0,6,0,211,0,1078.0,0,3,0,81324.01894184202,Normal
0,1560,1956,604.0,259.0,0,313.0,0,0.0,0,7,5,1895,1,70.0,1.0,0,1,5,20,1,1956,11767,2009,0.0,0.0,1560,1956.0,546.0,5,0,0,0,1150.0,0,2,0,80381.80665813386,Normal
0,854,1950,94.0,0.0,444,256.0,0,0.0,0,6,5,1896,2,45.0,1.0,0,1,6,50,1,1941,8212,2009,0.0,0.0,1298,1940.0,626.0,9,0,0,0,720.0,0,3,84,100167.34233465046,Normal
0,832,1950,0.0,88.0,436,250.0,0,0.0,0,7,5,1897,2,70.0,1.0,0,1,4,50,1,1938,6300,2009,0.0,0.0,1268,1938.0,832.0,7,1,55,0,832.0,0,3,0,111094.90180969238,Abnorml
0,647,1950,583.0,0.0,595,180.0,0,0.0,0,6,6,1898,1,43.0,1.0,96,1,6,70,1,1935,5707,2009,0.0,0.0,1242,1926.0,0.0,3,1,0,0,583.0,0,3,329,147744.12148593366,Normal
0,1232,2000,816.0,0.0,0,440.0,0,0.0,0,6,6,1899,1,64.0,2.0,0,1,8,30,1,1916,8574,2009,0.0,0.0,1232,1916.0,0.0,10,0,180,0,816.0,0,3,0,174601.22263884544,Normal
0,628,1990,600.0,0.0,600,215.0,0,0.0,195,6,7,1900,1,53.0,1.0,113,1,8,70,1,1918,7155,2009,0.0,0.0,1228,1918.0,0.0,5,0,0,0,600.0,0,3,0,153947.26791119576,Normal
0,840,1950,112.0,0.0,727,440.0,0,1.0,0,6,5,1901,2,60.0,2.0,21,1,6,50,1,1940,13680,2009,0.0,0.0,1567,1961.0,728.0,2,1,150,0,840.0,0,2,0,111553.0289863199,Normal
0,1273,1960,480.0,0.0,0,307.0,0,0.0,115,5,5,1902,0,80.0,1.0,0,1,4,20,1,1960,14680,2009,0.0,0.0,1273,1960.0,793.0,6,0,0,0,1273.0,0,2,483,103962.69633422792,Normal
0,1112,1954,264.0,0.0,0,390.0,0,1.0,0,6,5,1904,1,70.0,1.0,0,1,6,20,1,1954,9100,2009,694.0,0.0,1112,1954.0,154.0,10,0,0,0,1112.0,0,2,0,112281.11649481952,Family
0,1561,1960,621.0,132.0,0,463.0,0,1.0,120,6,6,1905,1,90.0,2.0,148,2,6,20,1,1960,13339,2009,875.0,0.0,1561,1960.0,65.0,5,0,0,0,1561.0,0,3,0,84207.76216754317,Normal
0,986,2005,248.0,0.0,537,295.0,0,1.0,0,7,5,1906,1,78.0,1.0,0,2,7,50,1,1949,15600,2009,507.0,0.0,1523,1949.0,312.0,10,0,81,0,1067.0,0,3,0,187275.40605029464,Normal
0,1906,1954,91.0,420.0,0,576.0,0,1.0,0,6,6,1907,2,100.0,2.0,201,1,5,20,1,1954,17500,2009,435.0,0.0,1906,1954.0,784.0,1,1,0,0,1310.0,0,3,0,97624.62872613966,Normal
0,516,1980,516.0,0.0,516,452.0,0,0.0,0,5,6,1908,1,24.0,2.0,0,1,6,160,1,1980,1733,2009,0.0,0.0,1032,1980.0,0.0,5,0,0,0,516.0,0,2,279,218639.19214597344,Normal
0,561,1992,90.0,0.0,668,462.0,0,1.0,0,5,6,1909,1,24.0,2.0,0,1,6,160,1,1980,1488,2009,0.0,0.0,1229,1980.0,471.0,10,1,0,0,561.0,0,2,176,242849.93564209342,Normal
0,561,1980,561.0,0.0,668,462.0,0,0.0,0,5,6,1910,1,24.0,2.0,0,1,6,160,1,1980,1612,2009,0.0,0.0,1229,1980.0,0.0,7,1,0,0,561.0,0,2,154,237573.41387322545,Normal
0,928,1993,760.0,0.0,928,576.0,0,0.0,0,11,5,1913,0,50.0,2.0,160,2,6,70,1,1900,8660,2009,0.0,0.0,2168,1998.0,0.0,12,0,78,0,760.0,312,5,467,178051.7345674932,Normal
0,572,1950,572.0,0.0,0,200.0,0,0.0,0,4,4,1914,0,60.0,1.0,0,1,6,30,1,1925,10200,2009,0.0,0.0,572,1940.0,0.0,5,0,72,0,572.0,0,2,0,110492.73787871003,Normal
153,1648,2008,120.0,174.0,0,482.0,0,1.0,0,5,8,1915,1,44.0,2.0,53,2,5,120,1,2007,3843,2009,0.0,1.0,1648,2007.0,1476.0,6,0,0,0,1596.0,0,2,162,208728.11005209386,Partial
0,810,1950,0.0,0.0,0,280.0,0,0.0,0,4,2,1916,0,109.0,1.0,24,1,4,30,1,1910,21780,2009,0.0,0.0,810,1975.0,0.0,3,0,0,0,0.0,0,1,119,114861.7079840824,Normal
0,1040,2001,412.0,0.0,1012,642.0,0,0.0,0,7,8,1917,1,75.0,3.0,91,2,5,60,1,2000,10125,2009,250.0,0.0,2052,2000.0,445.0,5,1,0,0,1107.0,0,3,210,193696.43608349562,Normal
0,926,1977,135.0,0.0,0,351.0,0,1.0,0,5,6,1918,1,75.0,1.0,0,1,6,85,1,1977,9750,2009,0.0,0.0,926,1977.0,767.0,4,0,0,0,902.0,0,2,319,158926.26814956963,Normal
0,1287,1977,0.0,0.0,0,541.0,0,1.0,120,5,6,1919,2,72.0,2.0,39,1,7,85,1,1977,9360,2009,116.0,0.0,1287,1977.0,841.0,11,1,0,0,957.0,0,2,302,148192.82208918035,Normal
0,1595,1991,1527.0,0.0,0,672.0,0,1.0,0,5,5,1920,0,82.0,2.0,0,2,5,20,1,1991,11070,2009,0.0,0.0,1595,1991.0,55.0,4,0,0,0,1582.0,0,2,0,128792.83755362034,Abnorml
0,2036,2008,432.0,246.0,0,780.0,0,1.0,0,9,9,1921,1,113.0,3.0,154,2,5,20,1,2008,13438,2009,0.0,0.0,2036,2008.0,1758.0,7,0,0,0,2190.0,0,3,90,102886.81759930402,Normal
0,1641,2008,526.0,406.0,0,885.0,0,1.0,0,7,9,1922,0,79.0,3.0,95,2,5,20,1,2008,14463,2009,0.0,0.0,1641,2008.0,1115.0,1,0,0,0,1641.0,0,3,0,164895.88435646892,Normal
0,1479,1989,117.0,310.0,0,578.0,0,2.0,0,7,7,1924,1,125.0,2.0,238,2,5,80,1,1987,14419,2009,624.0,0.0,1479,1987.0,904.0,7,1,0,0,1645.0,0,3,224,155498.9955662191,Normal
0,1072,2003,912.0,0.0,942,486.0,0,0.0,0,9,7,1925,0,75.0,2.0,114,2,5,60,1,2003,9157,2009,0.0,0.0,2014,2003.0,0.0,2,1,0,0,912.0,0,3,124,191010.66698509455,Abnorml
0,1978,2007,338.0,290.0,0,920.0,0,1.0,0,7,9,1926,1,85.0,3.0,52,2,5,20,1,2007,12633,2009,0.0,0.0,1978,2007.0,1640.0,5,0,0,0,1978.0,0,2,308,137234.5967590958,Normal
0,1008,1968,476.0,182.0,0,384.0,0,0.0,0,6,5,1927,0,75.0,1.0,0,1,7,20,1,1968,12518,2009,0.0,0.0,1008,1968.0,532.0,4,0,0,0,1008.0,0,3,144,128063.09851804376,Normal
0,1404,2000,594.0,176.0,0,504.0,0,0.0,0,7,5,1928,1,83.0,2.0,16,2,5,20,1,1969,13383,2009,0.0,0.0,1404,1969.0,594.0,3,0,0,0,1188.0,0,3,0,141990.19042560458,Normal
0,796,1972,0.0,0.0,0,336.0,0,0.0,0,4,5,1929,0,50.0,1.0,0,1,8,85,1,1972,7689,2009,76.0,1.0,796,1998.0,720.0,7,0,0,0,796.0,0,2,138,177576.9634296745,Normal
0,1091,1996,0.0,0.0,0,429.0,700,0.0,0,5,6,1930,0,62.0,1.0,0,1,5,80,1,1993,7706,2009,270.0,1.0,1091,1993.0,114.0,8,0,0,0,384.0,0,2,280,235305.48112529516,Normal
0,883,1993,0.0,0.0,0,698.0,0,1.0,0,5,5,1931,1,70.0,2.0,32,1,6,85,1,1992,7669,2009,110.0,0.0,883,1998.0,718.0,6,0,0,0,828.0,0,2,100,183302.23942279816,Normal
0,624,1992,294.0,0.0,663,440.0,0,0.0,0,6,5,1932,0,62.0,2.0,0,1,5,60,1,1992,10429,2009,0.0,0.0,1287,2001.0,330.0,7,1,0,0,624.0,0,3,150,203717.451970011,Normal
0,784,1969,0.0,178.0,848,898.0,0,0.0,0,7,5,1933,1,70.0,2.0,173,1,7,60,1,1969,10457,2009,288.0,0.0,1632,1969.0,496.0,4,1,368,0,784.0,0,4,0,189295.73842710257,Normal
0,926,1998,220.0,0.0,678,470.0,0,0.0,0,7,6,1934,1,72.0,2.0,36,2,5,60,1,1997,8702,2008,0.0,0.0,1604,1997.0,706.0,4,1,0,0,926.0,0,3,0,177412.57214030623,Normal
0,680,1996,204.0,119.0,790,420.0,0,0.0,0,7,6,1935,1,65.0,2.0,49,2,5,60,1,1995,8139,2008,0.0,0.0,1470,1995.0,476.0,10,1,0,0,680.0,0,3,192,164659.26556798816,Normal
0,926,1998,75.0,0.0,678,472.0,0,0.0,0,7,6,1936,0,59.0,2.0,82,2,5,60,1,1998,9535,2008,0.0,0.0,1604,1998.0,851.0,5,1,0,0,926.0,0,3,100,192582.8885897547,Normal
0,1384,1997,898.0,0.0,0,404.0,0,1.0,0,7,5,1938,0,53.0,2.0,39,2,5,20,1,1996,14137,2008,0.0,0.0,1384,1996.0,450.0,11,0,0,0,1348.0,0,3,0,130533.95461240411,Normal
0,1682,1997,1008.0,0.0,0,528.0,0,1.0,0,6,8,1939,1,45.0,2.0,0,1,5,120,1,1997,6264,2008,0.0,0.0,1682,1997.0,656.0,7,1,0,0,1664.0,0,1,0,212392.95587788522,Normal
0,1280,1992,1280.0,0.0,0,506.0,0,0.0,144,5,8,1940,0,39.0,2.0,82,2,5,120,1,1992,5070,2008,0.0,0.0,1280,1992.0,0.0,8,0,0,0,1280.0,0,2,0,183338.11187781394,Normal
0,932,1998,932.0,0.0,701,460.0,0,0.0,0,7,6,1941,1,73.0,2.0,39,2,5,60,1,1998,11184,2008,0.0,0.0,1633,1998.0,0.0,4,1,0,0,932.0,0,3,0,179990.5201138258,Family
0,1337,1989,1018.0,0.0,0,462.0,0,1.0,0,5,8,1943,1,65.0,2.0,73,2,5,120,1,1989,5950,2008,0.0,0.0,1337,1989.0,319.0,4,0,154,0,1337.0,0,2,0,165527.93663786352,Normal
0,1168,2005,1152.0,130.0,1332,683.0,0,0.0,0,9,8,1944,1,101.0,3.0,32,3,5,60,1,2005,13543,2008,0.0,0.0,2500,2005.0,16.0,7,1,0,0,1168.0,0,5,192,186581.0354322493,Normal
0,1884,2004,547.0,296.0,0,670.0,0,1.0,0,7,9,1945,1,53.0,3.0,76,2,5,20,1,2004,15401,2008,0.0,0.0,1884,2004.0,1337.0,9,0,0,0,1884.0,0,2,214,123911.03075614572,Normal
0,1710,2007,676.0,178.0,0,557.0,0,1.0,0,6,9,1947,1,60.0,2.0,48,2,5,120,1,2007,8118,2008,0.0,0.0,1710,2007.0,1034.0,7,0,0,0,1710.0,0,2,156,190046.97948728502,Normal
0,1688,1988,692.0,102.0,0,528.0,0,1.0,141,6,7,1949,1,63.0,2.0,48,2,6,20,1,1988,12680,2008,0.0,0.0,1688,1988.0,983.0,6,0,0,0,1675.0,0,2,0,87009.9532006681,Normal
0,2064,1978,656.0,383.0,0,550.0,0,1.0,0,7,7,1951,2,56.0,2.0,0,2,5,20,1,1978,18559,2008,186.0,0.0,2064,1978.0,1206.0,8,0,0,0,2048.0,0,3,200,103707.47641772777,Normal
0,1782,1979,469.0,194.0,0,551.0,0,0.0,0,6,7,1952,1,85.0,2.0,0,2,5,20,1,1979,14450,2008,449.0,1.0,1782,1979.0,864.0,3,0,0,0,1782.0,0,3,467,153645.88566805422,Normal
174,1211,1976,273.0,621.0,0,461.0,0,1.0,0,6,6,1953,1,90.0,2.0,0,2,5,20,1,1976,13068,2008,48.0,0.0,1211,1976.0,890.0,11,0,0,0,1211.0,0,3,0,91911.98584273458,Normal
0,1277,1988,738.0,280.0,767,489.0,0,0.0,0,7,7,1954,1,80.0,2.0,73,2,6,60,1,1980,10400,2008,0.0,0.0,2044,1980.0,0.0,3,1,0,0,738.0,0,3,28,160707.53661988676,Normal
0,720,1969,440.0,0.0,588,484.0,0,0.0,0,7,5,1955,0,75.0,2.0,0,1,6,60,1,1969,9743,2008,0.0,0.0,1308,1969.0,280.0,6,1,0,0,720.0,0,3,0,174554.55091261864,Normal
0,1444,1976,1444.0,120.0,0,473.0,0,0.0,0,5,6,1957,1,80.0,2.0,24,2,5,20,1,1976,10400,2008,0.0,0.0,1444,1976.0,0.0,4,0,0,0,1444.0,0,2,0,88600.00915291905,Normal
0,896,1974,896.0,0.0,896,480.0,0,0.0,0,8,5,1959,0,60.0,2.0,45,2,5,90,2,1974,9000,2008,0.0,0.0,1792,1982.0,0.0,6,2,0,0,896.0,0,4,0,228506.5731175244,Normal
0,936,1969,684.0,72.0,0,288.0,0,0.0,0,4,4,1960,0,68.0,1.0,0,1,6,20,1,1969,10295,2008,0.0,0.0,936,1969.0,252.0,9,0,0,0,936.0,0,2,16,105293.16761984676,Normal
0,864,1971,132.0,0.0,0,576.0,0,1.0,0,5,5,1961,0,63.0,2.0,0,1,5,20,1,1971,7560,2008,613.0,0.0,864,1977.0,119.0,5,0,0,0,864.0,0,3,0,165941.92299988866,Normal
0,483,1973,25.0,359.0,504,264.0,0,0.0,0,5,6,1962,0,21.0,1.0,0,1,5,160,1,1973,1680,2008,0.0,1.0,987,1973.0,458.0,2,1,0,0,483.0,0,2,52,249945.79679766297,Normal
